Esperanto,Japanese_Trans,Chinese_Trans,Korean_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
eviti,"{Ｂ}［他］避ける, 回避する",避开，避免,"[타] ①(누구를)피하다. ②(무엇을)(사용)하지 않으려고 애쓰다. ～i eraron 실수를 하지 않으려고 애쓰다. ☞ eskapi. ③…(의 피해)를 벗어나다. ～i dangxeron 위험을 벗어나다. ☞ fugxi, forkuri, sin forsavi. ～o, ～ado 도피(逃避). ～ebla 피할 수 있는. ～ema 어려운 일을 피하려고만 하는, 회피하는. ～igi 피하게 (벗어나게)해주다. mal～i [타] …을 대담하게 맞서다・상대해 주다. ☞ fronti. ne～ebla 불가피한. hom～ulo 사람을 싫어하는 사람, 대인 공포증이 있는 사람.",B,6.0,2.0,5.67,5.83
evolui,"{Ｂ}［自］進化する, 発展する; 進展する, 変遷する",进化，演化；发展,"[자] ①발전하다. ②진화하다, 조금씩 변화하다. ～o, ～ado 진화, 변화, 발전. ～ismo 진화론. ～isto 진화론자. ～ipovo 진화능력. sub～inta 진화가 덜 된. ～lando, ～anta lando 개발도상국가.",B,7.0,2.0,5.67,6.33
eĉ,{Ｂ}［副］さえ,甚至，就连…还,"<부사> …조차(도), …까지도 (예기치 않은・믿기 어려운 사실의 현실성에 대하여 고집(주장)하는 것을 뜻함; 예외적인 일을 강조함). ☞ ankaux, ankoraux, kontrauxe, male, tamen.",A,1.0,1.0,2.54,1.77
eĥo,"{Ｂ}反響, こだま; 【通】エコー; 《転》おうむがえし",回声，反响；回波,"①메아리, 반향(反響). ☞ resoni. ②<전기> (소리가 울리는)에코(현상), (레이더의)반사파. ③<비유> 말・의견・소문 따위가 반복됨. ～i [타] (소리를)반사하다, 되 보내다, 반영하다. ～igxi 반사되다, 널리 울려 퍼지다. sen～a <비유> 무반향(無反響)의.",C,9.0,3.0,8.79,8.9
fabelo,"{Ｂ}童話, おとぎ話; 《転》作り話",童话,"<문학> ①동화(童話). ☞ fablo, legendo, folkloro. ②<비유> 믿을 수 없는 거짓 이야기・주장, 지어낸 이야기. ☞ blago. ～a 동화의, 동화 같은, 믿을 수 없는, 이상한. ☞ mirakla, miriga. ～i, ～adi [자] 동화를 생각해 내다・이야기하다. ～ajxo 동화같이 진실성이 없는 것(이야기). ～aro 동화집. ～isto 동화작가. fe～o 요정을 주제로 하는 동화.",C,9.0,3.0,8.79,8.9
fabo,{Ｂ}【植】ソラマメ（空豆）; 《般》豆（まめ）,蚕豆，蚕豆粒；豆，菜豆,"<식물> 잠두(蠶豆), 누에콩. ～acoj 콩과. soj～o 콩, 대두(大豆).",C,9.0,3.0,8.79,8.9
fabriko,"{Ｂ}工場, 製造所, 製作所",制造厂，工厂,"제조공장(製造工場), 공장. ～i [타] (공장에서)제조하다, 만들다, 생산하다. ☞ elfari. ～ado 제조(製造). ～ajxo 제품(製品). ～anto 제조자(원), 생산자, 메이커. ～isto, ～laboristo 공장 근로자, 공원(工員). amas ～ado 대량생산. antaux～ado 조립식 주택의 부품을 미리 대량으로 생산하기, 프리패브.",B,8.0,2.0,5.67,6.83
facila,"{Ｂ}容易な, 簡単な; 軽やかな",容易，简单，轻松（不费劲的）,"①쉬운, 용이한. ②겨우 느낄 수 있는, 쉽게 용납되는. ～a riprocxo (받아들이기에)심하지 않은 꾸중 ③힘들이지 않고 움직이는, 빠르고 쉽게 (경쾌하게)가는. ④어떤 괴로움이나 고통을 느끼지 않는, 평안한. ～e 쉽게, 용이하게. ～igi 쉽게 하다, 편안하게 하다. ～igxi 쉬워지다, 편안해 지다. mal～a 어려운, 곤란한, 힘든. mal ～o, mal～ajxo 어려움, 어려운 형편, 난관(難關). mal～igi 어렵게 하다, 방해하다. ～anima 경솔한, 경박한. ～mova 움직임이 경쾌한, 민첩한.",A,2.0,1.0,2.54,2.27
fadeno,"{Ｂ}糸, 線; 筋, 脈絡（針金はふつう drato / metalfadeno）",线；线索,"①실. ☞ sxnuro, sxpini, fibro, filamento. ②철사. ora ～o 금사(金絲). ③<비유> 계속적 연관성, 연쇄, 일련, 연속. ☞ cxeno. ～aro 실패, 실타래, ～fasko. ～ego (굵은)밧줄. ☞ kablo, sxnuro. ～eto 가는 실. ～eto da akvo 가느다란 한 줄기의 물. ☞ filamento. ～igi …에서 실을 뽑아내다. ☞ dratigi, sxpini. ～isto 재봉용품・수예품 따위를 파는 사람. ～bulo 실 뭉치. ～fasko 실타래, 실패. ～montra (옷 따위가 낡아서)실밥이 보이는. dis～igi (천 따위에서)실밥을 풀다. sen～a <통신> 무선(無線)의. sur～igi 실로 꿰다, 실에 매달다. sur～igi perlojn 진주를 실로 꿰다. fisx～o 낚싯줄. hok～o 낚시 바늘이 달린 낚싯줄. metal～o 철사. or～o 금을 입힌 실, 금사(金絲). pens ～o 생각의 실마리. plumbo～o ①추선(錐線)(수직을 표시하기 위해 쓰임). ②연직선(鉛直線)(물 따위의 깊이를 측정하는데 쓰임). sxu～o 구두를 꿰매는 굵은 실. vel～o 돛을 깁는 굵은 실.",B,6.0,2.0,5.67,5.83
fajfi,"{Ｂ}［自］（高く鋭い音を出すこと）口笛を吹く, 指笛を吹く; 警笛を鳴らす, 汽笛を鳴らす; （鳥が）ぴいぴい鳴く",吹口哨，吹哨,"[자] ①(사람・새 등이)휘파람을 불다. ②호루라기를 불다. ③휘파람을 불어 기분좋음을 나타내다. ～o 휘파람(소리). ～ado 휘파람 불기. ～ilo 호각, 기적(汽笛). ～ilego 사이렌. pri～i 조롱의 뜻으로 휘파람을 불다. log～ilo 짐승 따위를 유인하기 위해 그 짐승의 소리를 흉내 내는 호각. sak ～ilo 주머니 피리.",C,7.0,3.0,8.79,7.9
fajro,"{Ｂ}火; 火事; 《転》情熱, 熱中",火,"①불[火]. ②<비유> 열성, 혈기(血氣), 열(熱). ☞ flamigo, vervo. ～a ①타고 있는, 연소되고 있는. ～a karbo 불에 타고 있는 석탄. ②불같은, 열렬한. ☞ arda, flama. ～e 뜨겁게, 열렬하게. ～i [자] 연소하다, 불에 타다, 불을 뿜다. ～ajxo 불꽃놀이. ☞ pirotekniko. ～ego 대화재. ～ejo 아궁이. ～ero 불꽃, 불똥. ～eri 불꽃이 튀다. ～igi …을 태우다. ～ilo 라이터. ☞ alumeto. ～ujo, ～pelvo 화로(火爐). ～obrigado 소방대. ～eltena, ～imuna 내화(耐火)의, 불이 안 붙는. ～imuna materialo 내화성 재료. ～osxtono 부싯돌. ～oprenilo 화저(火箸), 부젓가락. cxiel～o 번개, fulmo. ek~ilo 도화선. okul～o 불타는 눈빛. tendar～o 캠프파이어.",B,4.0,2.0,5.67,4.83
fako,"{Ｂ}専門, 部; （棚や箱などの）仕切り, 区画; 科目, 種目; 【遊】（将棋盤の）升目",格子；学科；部门,"①칸막이. ②<비유> 분야(分野), 전문분야. ③<비유> (단체・연구소 따위의)부(部), 과(課). ④(체스판・바둑판 등에서 눈금의)한 칸. ～a 전문적인. ～a laboristo, gazeto 전문적인 근로자, 잡지. ～aro (각 부서별로 우편물 따위를 배부할 수 있게 만든)칸막이 배부함. ～estro 한 부서의 장, 부장, 과장. ～isto, ～ulo 전문가. du～a 과(課)・부(部)가 두 개 있는. mult～a 과(課)・부(部)가 많이 있는. ☞ malsimpla, kompleksa. ne～a 전문성이 없는, 비전문가의. ne～a laboristo 전문성이 없는 근로자.",B,6.0,2.0,5.67,5.83
fakto,{Ｂ}事実; 真相,事实,"사실, 진상, (이론・허구에 대하여)실제, 현실. ～e 사실상, 실제로.",B,6.0,2.0,5.67,5.83
faldi,{Ｂ}［他］折りたたむ,折叠,"[타] 접다, (옷 따위를 여러 겹으로)개다. ☞ falti, sulkigi, plisi, krispigi. ～o 접힌 데, 접어 겹친 데, 주름, 접어서 생긴 움푹한 곳. ～ado 종이접기. ～ebla 접혀지는, 접을 수 있는. ～umi 옷 따위에 주름을 잡다, plisi. ～oricxa 주름이 많은. dis～i, mal～i (접었던 것을)펴다. ☞ disvolvi, disetendi. re～i (소매를)걷다, 접다, kuspi. supren～i 접어 올리다, kuspi.|||주름, fald(ajx)o 접은 주름.",B,7.0,2.0,5.67,6.33
fali,"{Ｂ}［自］落ちる, 落下する; 倒れる, 転ぶ; 降る; 《転》滅びる",落下，跌倒,"[자] ①(위에서 밑으로)떨어지다, 낙하(落下)하다, (옷, 머리 따위가)흘러내리다. ②(사람이)넘어지다. ☞ sinki. ③(생활이)나쁜 형편으로 떨어지다・빠져 들어가다, 함락・멸망하다. ～i en malfelicxon 불행 속으로 빠져들어가다. ☞ dekadenci, fiaski, malprosperi. ☞ malaperi, ruinigxi, perei. ④(불행, 낙점, 제비, 임무 따위가)누구의 위로 (누구에게로)떨어지다. teruro ～is sur lin 공포가 그에게 엄습했다. ☞ trafi, frapi, bati, akiri, akcepti, ricevi. ～o 떨어짐, 추락, 함락, 멸망. ～ajxo 떨어진 (떨어져 나간)것(흙덩어리, 낙엽 따위). ～egi 세게 떨어지다, 크게 무너지다. ～ema ①불안정한. ②<식물> 낙엽성의. ☞ kaduka, efemera. ～eti [자] 발을 헛디뎌 넘어질 뻔하다. ～igi …을 떨어뜨리다, 넘어뜨리다, 무너뜨리다, (닻 따위를)내리다. ☞ sxanceli, renversi, delasi. ～ilo 걸림돌, 장애물, 실족하게 하는 것(원인), 덫, 올가미, 유혹. akvo～o 폭포, kaskado. al～i (제비․추첨이)…에게 떨어지다. dat～o 마감일. ☞ maturigxo, tempolimo. de～i [자] ①…에서 떨어져 나가다, 탈락(脫落)하다. ②(좋은 상태에서)나빠지다, 타락하다. ☞ dekadenci, degeneri, devojigxi, degradigxi. ③(政黨・종교 따위에서)떠나다, 반대하여 반란을 일으키다. ④적어지다, (온도가)떨어지다. de～ajxo 떨어져 나간 조각. de～ema 자꾸 떨어져 나가려고 하는. dis～i (집 따위가)산산 조각이 나서 무너지다. el～i [자] …에서 나와 떨어지다. en～i [자] …속으로 떨어져 (빠져)들어가다. en～ilo → ～ilo. en～ujo 함정(陷穽). for～i [자] …에 빠져서 죽다(사라지다). glit～i 미끄러져 넘어지다. sub～i …에 눌려 떨어지다(꺾이다, 함락하다, 굴복하다). ter～o 산사태.",A,3.0,1.0,2.54,2.77
falsi,"{Ｂ}［他］偽造する, 変造する, 偽作する, 改竄（かいざん）する, 偽る",伪造，篡改，作假,"[타] (서류 따위를)위조하다, 변조하다, 속이다, 왜곡하다. ☞ interpoli. ～a 거짓의, 위조의, 가짜의. ☞ apokripa, nefidinda, hipokrita. ～ajxo 위조품. ～ema 잘 속이는. ～isto 위조범(僞造犯), 사기꾼. ～ofari <법률> 공문서・사인・날짜・숫자 등을 위조하다. mal～a 진품(眞品)의.",B,6.0,2.0,5.67,5.83
fama,"{Ｂ}有名な, 名高い, 評判の",有名，著名,"①소문, 풍문. ☞ onidiro, klacxo. ②평판(評判), 명성(名聲). ☞ renomo, reputacio, gloro. ～a, grand～a 유명한. ～a pro… …때문에 유명한. ～i pri [자] …에 대하여 유명하다. ～ega 굉장히 유명한. ～e konata 널리 알려진, 유명한. ～emulo 유명해지기를 몹시 좋아하는 사람. ～ulo 유명인사. fi～a, malbon～a 악명높은. mis～a 잘못 평판이 난. mond～a 세계적으로 유명한. sen～a 유명하지 않은. sen～ulo 무명인사.",B,6.0,2.0,5.67,5.83
familiara,"{Ｂ}親しい, 慣れ親しんだ, 心安い, くだけた, 平俗な, >>intima, >>senceremonia",亲昵，不拘礼仪，随便,"한 가족처럼 친한, 몹시 가까운 사이의, 흉허물 없는. ☞ intima. ～ajxoj 친근한 언행. ～igxi 친해지다, 무엇과 친숙해 지다.",B,9.0,2.0,5.67,7.33
familio,{Ｂ}家族; 一族; 【生】（分類学上の）科; 【語】語族,家庭，家族；（生）科；（语）语族,"①가족. ②가계(家系), 일가(一家), 일족(一族). ☞ domo. ③<식물> 과(科). ④<언어> 어족(語族). ～a 가족의, 가계(家系)의. ～ano 가족의 일원, 식구. ～anaro 친척 전체. ～estro 가장(家長). ～ulo 가정적인 사람. sam～ano 같은 집안 식구. vort ～o 파생단어의 군(群).",A,3.0,1.0,2.54,2.77
fandi,{Ｂ}［他］（熱で）溶かす; 鋳造（ちゅうぞう）する,熔化，冶炼；铸,"[타] ①녹이다, 용해(鎔解)시키다. ②주조(鑄造)하다, 틀에 부어 만들다. ☞ muldi, versxi. ③<비유> (마음・감정 따위를)누그러뜨리다, 부드럽게 하다, 측은한 생각이 들게하다. ～o, ～ado 용해(鎔解), 주조(鑄造). ～ajxo, ～itajxo 주물(鑄物), 용해물(鎔解物). ～ejo 주물공장. ～igxi ①녹다, 용해되다. ②<비유> 부드러워지다, 약해지다. ③<비유> 어떤 혼돈 속으로 사라져가다. ☞ forflui, perdigxi, disneniigxi. ～ujo 도가니. ～ofero 주물, gisajxo. ～oforno 용광로. ～opunkto 용해점(鎔解點). dis～i 녹여 없애다, 녹여 (다른 형태로)만들다. el～i [타] 주조(鑄造)하다. for～i [타]녹여서 …의 형태를 파괴하다. kun～i [타] 용합(鏞合)하다, 융합(融合)하다. ☞ sintezi, aloji. kun～ajxo 합금, alojo.",B,7.0,2.0,5.67,6.33
fanfaroni,"{Ｂ}［自］空威張りする, 大言壮語する, ほらを吹く, >>bombasti",自夸，吹牛，说大话,"[자] 자랑하다, 떠벌리다, 큰소리치다, 허풍떨다. ☞ arogi, fieri, sin glori, paradi, pavi, pretendi, brustosxveli. ～ado 허풍떨기, 큰소리치기. ～isto, ～ulo 큰소리치기를 좋아하는 사람, 허풍쟁이.",C,8.0,3.0,8.79,8.4
fantazio,"{Ｂ}幻想, 夢想; （創造的な）空想力; 【楽】幻想曲, ファンタジア",想象，想象力；奇想，幻想；幻觉,"①창조적인 상상력. ②공상(空想), 백일몽(白日夢). ③환상. dolcxa ～o 달콤한 환상. ☞ hximero, utopio, iluzio, revajxo, mito, fantastajxo. ④<음악> 환상곡. ～a 환상적인. ～i [타] ①변화무상하게 상상하다, 공상(空想)하다. ☞ deliri. ②환상적으로 작품을 쓰다・작곡하다. ③즉흥적으로 연주하다. ～ajxo 환상. ～ega 기상천외(奇想天外)한. ～ulo 이상하게 생각하고 행동하는 사람, 몽상가(夢想家). ☞ originalulo, viziulo. sen～a 환상에 사로잡히지 않는, 건전한. ☞ proza, sobra, plata, seka.",B,9.0,2.0,5.67,7.33
farbo,"{Ｂ}絵具, 顔料, ペンキ",颜料，油彩,"페인트, 안료(顔料), 도료(塗料), 그림물감. ☞ kolorajxo. ～i 페인트칠하다, 도색(塗色)하다, (물감으로)…을 칠하다. ～isto 페인트 공(工), 칠장이, 도장공(塗裝工). ☞ pentristo, sxmiristo. ～ovendejo 페인트 상점. akvo～o 수성페인트. ☞ akvarelo. ～krajono 크레욘. pistol～o 분무기로 도색하다.",C,8.0,3.0,8.79,8.4
fari,"{Ｂ}［他］する, 遂行する; 作る, つくり出す",做；造；使……成为,"fare de ～에 의해 만들어진(행하여진, 이루어진). ☞ far-i: ~e de|||[타] I. 구체적인 무엇을 생겨나게 하는 것을 뜻함. ①만들다. ☞ krei. ②조립하다, 제작(製作)하다, (집을)짓다. ③제조(製造)하다. II. 추상적인 무엇을 생겨나게 하는 것을 뜻함. ①몸짓을 하다, …한 행동을 하다, …한 태도를 취하다. ～i grimacon 얼굴을 찌푸리다. ②외적(外的)결과를 초래하다, …에 영향을 미치다. ～i al iu vundon 누구에게 상처를 입히다. III. ①…을 …로 만들다, …이 …로 되게 하다. oni ～is lin generalo 사람들은 그를 장군으로 만들었다. ②…을 구성 하다. sesdek minutoj ～as unu horon 60 분은 한 시간을 구성한다. IV. (어떤 식으로)행동하다, 영향을 주다. mi ne scias, kiel ～i 어떻게 해야 좋을지 모르겠다. V. 행(行)하다. ～o 행위. ～e de ～에 의해 만들어진(행하여진, 이루어진). ※fare de 대신 “far”를 쓰기도 한다. ～acxi …을 부주의하게 하다, 잘못하다. ～ado ①행동. ②제작(製作), 수행(遂行). ～ema 무엇이든지 하려고 하는, 활동적인, 활기 있는, 근면한, 적극적인. ～igi 누구로 하여금 …을 하게하다. ～igxi …이 되다. ～isto 만드는 사람, 제작자. ～isto de pano 빵 만드는 사람. ～itajxo → ～ajxo. al～i …에 알맞게 고치다, 적응시키다, 조정하다, adapti. el～i ①생산하다. ②끝까지 하다, 완성하다. mem～ita 혼사서 공부한, 독학(獨學)을 한. mis～i 잘못 만들다. ne～ebla 불가능한. re～i ①다시 하다,denove ～i. ☞ ripeti. ②개조・개작하다. ☞ reformi, rebaki. re～ajxo 개조・개작한 것, 개작(改作). re～igxi ①원래의 상태(모양)대로 되다. ②다시 발생되다. sen～a 일하지 않는, 무위(無爲)의, 활동하지 않는. bon～i 누구에게 잘해주다(잘 대해주다). bon～o, bon～ado 선행(善行). neni～ado 무위도식(無爲徒食). neni～anto, neni～emulo 무위도식(無爲徒食)하는 사람. ☞ senokupulo.",A,2.0,1.0,2.54,2.27
farmi,"{Ｂ}［他］小作する, （農地を）賃借りする",租种,"[타] (農地를)소작(小作)하다. ☞ ekspluati. ～o 소작(小作). ～anto, ～ulo, ～isto 소작인(小作人). ～igi 소작을 주다. ～iganto 소작을 주는 지주(地主). ～bieno 소작농지. ～odomo 소작농지에 붙은 작은 집. ～pago 소작료 지불.",C,7.0,3.0,8.79,7.9
farti,{Ｂ}［自］～の健康状態である,（身体）感觉；过得（好/不好等）,"[자] (사람이 어떻게)지내다, 살아가다. ～o 건강상태. bon～i [자] 잘 지내다, 건강이 좋다.",B,7.0,2.0,5.67,6.33
faruno,"{Ｂ}【料】（穀物の）粉, 小麦粉",面粉；粉末,"(밀・쌀의)가루, 곡분(穀粉). ～a 가루의, 가루로 만든. ～a mangxajxo 분식(粉食). ～ajxo <요리> 가루음식, 분식(粉食). ～ejo 제분소(製粉所).",C,7.0,3.0,8.79,7.9
fasko,"{Ｂ}束（たば）; 【理】束（そく）, ビーム",一捆（束、扎）,"①다발, 묶음, 꾸러미, 속(束). ☞ garbo. ②<비유> 연합, 통일. ～igi 다발로 묶다.",C,7.0,3.0,8.79,7.9
favora,"{Ｂ}好意的な; 有利な, 好都合な",偏爱的；优惠的，有利,"①호의를 보이는, 호의적인, 찬성의, 승낙의, 후의(厚意)․은총을 베푸는. ☞ kompleza. ②유리한, 이익을 주는. ～e 호의적으로, 유리하게, 순조롭게. ～i 호의를 베풀다(보이다), 찬성하다, 은총(은혜)을 베풀다. ☞ preferi, beni, karesi. ～o ①호의, 은총, 은혜. ②유리(함), 이익. ～ajxo～o. ②, ～anto 호의(은혜)를 베푸는 사람. ☞ patrono, mecenato.",B,7.0,2.0,5.67,6.33
